customer_id,age,income,nationality,residence_country,is_pep,kyc_status,risk_level
CUST_0000077,80,8834.52,FR,FR,False,verified,low
CUST_0000078,41,29251.38,NG,NG,False,verified,medium
CUST_0000079,46,110065.32,RU,RU,False,verified,medium
CUST_0000080,75,24498.58,TN,TN,False,verified,low
CUST_0000081,46,58364.28,AE,AE,False,verified,medium
CUST_0000082,30,74548.36,GB,GB,False,verified,low
CUST_0000083,77,36039.9,BR,BR,False,verified,low
CUST_0000084,61,39037.32,RU,RU,False,verified,medium
CUST_0000085,58,12967.76,CN,CN,False,verified,low
CUST_0000086,23,23630.69,US,US,False,verified,low
CUST_0000087,48,62580.22,DE,DE,False,failed,medium
CUST_0000088,48,37662.02,CN,CN,False,verified,low
CUST_0000089,35,45270.23,BR,BR,False,verified,low
CUST_0000090,55,39335.97,AE,AE,False,verified,medium
CUST_0000091,34,135293.58,BR,BR,False,verified,low
CUST_0000092,49,28048.43,BR,BR,False,verified,low
CUST_0000093,71,95153.44,DE,DE,False,verified,low
CUST_0000094,67,39344.12,BR,BR,False,verified,low
CUST_0000095,36,100360.04,FR,FR,False,verified,low
CUST_0000096,31,17413.71,FR,FR,False,verified,low
CUST_0000097,18,40570.29,RU,RU,False,verified,medium
CUST_0000098,41,28675.2,RU,RU,False,verified,medium
CUST_0000099,19,39485.29,GB,GB,False,verified,low
CUST_0000100,26,75616.19,BR,BR,False,failed,medium
CUST_0000101,83,45582.8,GB,GB,False,failed,medium
CUST_0000102,75,75525.8,BR,BR,False,verified,low
CUST_0000103,55,24291.15,US,US,False,verified,low
CUST_0000104,69,22165.66,CN,CN,False,verified,low
CUST_0000105,50,36668.12,CN,CN,False,failed,medium
CUST_0000106,58,35482.99,CN,CN,False,verified,low
CUST_0000107,79,32483.4,RU,RU,False,verified,medium
CUST_0000108,23,20431.25,AE,AE,False,verified,medium
CUST_0000109,41,74547.44,CN,CN,False,verified,low
CUST_0000110,25,29210.91,FR,FR,False,verified,low
CUST_0000111,71,85446.6,CN,CN,False,verified,low
CUST_0000112,73,36594.24,NG,NG,False,verified,medium
CUST_0000113,66,53586.76,AE,AE,False,verified,medium
CUST_0000114,58,50747.91,NG,NG,False,verified,medium
CUST_0000115,49,22146.51,NG,NG,False,verified,medium
CUST_0000116,19,45266.47,US,US,False,verified,low
CUST_0000117,69,115496.99,GB,GB,False,verified,low
CUST_0000118,77,42233.43,FR,FR,False,verified,low
CUST_0000119,82,62365.41,GB,GB,False,verified,low
CUST_0000120,40,55048.13,AE,AE,False,verified,medium
CUST_0000121,31,43661.84,RU,RU,False,verified,medium
CUST_0000122,61,40614.78,RU,RU,False,verified,medium
CUST_0000123,19,50432.41,AE,AE,False,verified,medium
CUST_0000124,22,57409.76,BR,BR,False,verified,low
CUST_0000125,73,16134.28,NG,NG,False,verified,medium
CUST_0000126,82,42124.37,US,US,False,pending,medium
CUST_0000127,45,32518.14,CN,CN,False,verified,low
CUST_0000128,52,28712.39,NG,NG,False,verified,medium
CUST_0000129,54,79029.67,RU,RU,False,verified,medium
CUST_0000130,27,23391.13,NG,NG,False,verified,medium
CUST_0000131,32,15727.07,NG,NG,False,verified,medium
CUST_0000132,37,58537.9,US,US,False,verified,low
CUST_0000133,74,15487.12,NG,NG,False,verified,medium
CUST_0000134,47,11421.29,CN,CN,False,verified,low
CUST_0000135,66,62627.55,DE,DE,False,verified,low
CUST_0000136,31,39943.98,RU,RU,False,verified,medium
CUST_0000137,81,48224.95,US,US,False,pending,medium
CUST_0000138,77,27848.75,DE,DE,False,verified,low
CUST_0000139,49,15825.16,AE,AE,False,verified,medium
CUST_0000140,33,17828.04,TN,TN,False,verified,low
CUST_0000141,83,30843.67,FR,FR,False,verified,low
CUST_0000142,72,16925.19,FR,FR,False,verified,low
CUST_0000143,52,43661.93,AE,AE,False,verified,medium
CUST_0000144,35,27516.06,TN,TN,False,verified,low
CUST_0000145,59,40579.64,BR,BR,False,verified,low
CUST_0000146,42,39858.42,US,US,False,verified,low
CUST_0000147,63,45801.85,FR,FR,False,verified,low
CUST_0000148,73,49005.58,BR,BR,False,verified,low
CUST_0000149,50,29544.7,US,US,False,verified,low
CUST_0000150,21,40553.67,BR,BR,False,verified,low
CUST_0000151,55,41839.87,FR,FR,False,verified,low
CUST_0000152,75,8456.29,TN,TN,False,verified,low
CUST_0000153,32,53525.61,FR,FR,False,verified,low
CUST_0000154,82,39734.11,AE,AE,False,verified,medium
CUST_0000155,42,50941.3,RU,RU,False,verified,medium
CUST_0000156,63,16779.18,GB,GB,False,verified,low
CUST_0000157,65,30047.54,NG,NG,False,verified,medium
CUST_0000158,30,18865.35,NG,NG,False,verified,medium
CUST_0000159,20,56769.86,CN,CN,False,verified,low
CUST_0000160,81,15629.73,TN,TN,False,verified,low
CUST_0000161,64,20802.06,RU,RU,False,failed,high
CUST_0000162,60,50040.53,AE,AE,False,verified,medium
CUST_0000163,38,24893.83,AE,AE,False,pending,high
CUST_0000164,25,20805.35,AE,AE,False,verified,medium
CUST_0000165,36,62569.4,BR,BR,False,verified,low
CUST_0000166,54,64127.4,DE,DE,False,verified,low
CUST_0000167,64,56007.6,GB,GB,False,verified,low
CUST_0000168,39,60429.08,DE,DE,False,verified,low
CUST_0000169,32,31604.43,US,US,False,verified,low
CUST_0000170,34,32120.32,GB,GB,False,failed,medium
CUST_0000171,82,24615.98,US,US,False,verified,low
CUST_0000172,60,40160.43,CN,CN,False,pending,medium
CUST_0000173,84,26456.6,CN,CN,False,verified,low
CUST_0000174,18,28005.61,RU,RU,False,verified,medium
CUST_0000175,48,52048.97,AE,AE,False,verified,medium
CUST_0000176,48,73918.88,CN,CN,False,verified,low
CUST_0000177,44,46117.89,GB,GB,False,pending,medium
CUST_0000178,44,106573.43,TN,TN,False,verified,low
CUST_0000179,23,23782.15,NG,NG,False,pending,high
CUST_0000180,20,12054.76,TN,TN,False,failed,medium
CUST_0000181,70,55758.03,GB,GB,False,verified,low
CUST_0000182,47,22854.42,AE,AE,False,verified,medium
CUST_0000183,28,30815.86,RU,RU,False,verified,medium
CUST_0000184,41,12558.11,AE,AE,False,verified,medium
CUST_0000185,80,21172.83,AE,AE,False,verified,medium
CUST_0000186,49,14745.06,GB,GB,False,verified,low
CUST_0000187,84,27984.84,DE,DE,False,verified,low
CUST_0000188,28,28660.33,FR,FR,False,verified,low
CUST_0000189,26,38329.54,DE,DE,False,verified,low
CUST_0000190,55,76407.32,RU,RU,False,verified,medium
CUST_0000191,63,54510.23,RU,RU,False,verified,medium
CUST_0000192,83,13721.21,RU,RU,False,verified,medium
CUST_0000193,49,52303.01,DE,DE,False,verified,low
CUST_0000194,31,38834.05,TN,TN,False,verified,low
CUST_0000195,54,34245.28,US,US,False,verified,low
CUST_0000196,38,35824.25,DE,DE,False,verified,low
CUST_0000197,30,41057.61,GB,GB,False,verified,low
CUST_0000198,23,23977.42,DE,DE,False,verified,low
CUST_0000199,66,32551.85,TN,TN,False,verified,low
CUST_0000200,61,73892.27,DE,DE,False,verified,low
CUST_0000201,29,23805.13,TN,TN,False,verified,low
CUST_0000202,55,19576.15,AE,AE,False,verified,medium
CUST_0000203,77,34995.53,RU,RU,False,verified,medium
CUST_0000204,72,18428.62,AE,AE,False,verified,medium
CUST_0000205,48,12917.39,FR,FR,False,verified,low
CUST_0000206,21,29534.66,CN,CN,False,verified,low
CUST_0000207,60,86610.22,TN,TN,False,verified,low
CUST_0000208,52,35484.01,FR,FR,False,verified,low
CUST_0000209,79,40422.68,CN,CN,False,verified,low
CUST_0000210,55,10116.38,FR,FR,False,verified,low
CUST_0000211,67,47234.29,CN,CN,False,verified,low
CUST_0000212,53,38407.94,CN,CN,False,verified,low
CUST_0000213,54,24368.61,AE,AE,False,verified,medium
CUST_0000214,39,40458.43,CN,CN,False,verified,low
CUST_0000215,44,40218.12,FR,FR,False,verified,low
CUST_0000216,37,19231.55,US,US,False,verified,low
CUST_0000217,48,44316.5,US,US,False,verified,low
CUST_0000218,81,74479.65,AE,AE,False,verified,medium
CUST_0000219,40,31673.48,TN,TN,False,verified,low
CUST_0000220,49,21578.3,GB,GB,False,verified,low
CUST_0000221,81,32645.16,AE,AE,False,verified,medium
CUST_0000222,28,60643.51,CN,CN,False,verified,low
CUST_0000223,34,17399.71,FR,FR,False,verified,low
CUST_0000224,51,51386.72,CN,CN,False,verified,low
CUST_0000225,45,24177.83,DE,DE,False,verified,low
CUST_0000226,40,41992.14,BR,BR,False,verified,low
CUST_0000227,70,25884.54,NG,NG,False,verified,medium
CUST_0000228,51,25842.87,NG,NG,False,verified,medium
CUST_0000229,42,90568.07,GB,GB,False,verified,low
CUST_0000230,50,15592.54,AE,AE,True,verified,high
CUST_0000231,77,48592.27,BR,BR,False,verified,low
CUST_0000232,83,102620.67,US,US,False,verified,low
CUST_0000233,34,54792.75,CN,CN,False,verified,low
CUST_0000234,20,16339.52,AE,AE,False,verified,medium
CUST_0000235,20,16832.25,CN,CN,False,verified,low
CUST_0000236,47,23133.22,RU,RU,False,verified,medium
CUST_0000237,60,39924.47,AE,AE,False,verified,medium
CUST_0000238,21,41587.94,DE,DE,False,verified,low
CUST_0000239,52,16932.36,RU,RU,False,verified,medium
CUST_0000240,44,21511.56,GB,GB,False,verified,low
CUST_0000241,80,22317.15,NG,NG,False,verified,medium
CUST_0000242,58,32583.19,US,US,False,verified,low
CUST_0000243,46,119469.61,RU,RU,False,verified,medium
CUST_0000244,57,20745.56,RU,RU,False,verified,medium
CUST_0000245,27,20207.83,US,US,False,verified,low
CUST_0000246,49,18400.18,CN,CN,False,verified,low
CUST_0000247,40,53174.1,AE,AE,False,verified,medium
CUST_0000248,30,35425.78,CN,CN,False,verified,low
CUST_0000249,44,21210.76,US,US,False,verified,low
CUST_0000250,60,29211.64,GB,GB,False,verified,low
CUST_0000251,57,22586.19,AE,AE,False,verified,medium
CUST_0000252,82,43370.5,GB,GB,False,verified,low
CUST_0000253,36,181793.37,DE,DE,False,verified,low
CUST_0000254,64,50539.91,RU,RU,False,verified,medium
CUST_0000255,54,34344.83,GB,GB,False,verified,low
CUST_0000256,76,24367.72,RU,RU,False,verified,medium
CUST_0000257,78,16219.35,GB,GB,False,verified,low
CUST_0000258,65,56399.4,GB,GB,False,verified,low
CUST_0000259,46,54590.36,NG,NG,False,verified,medium
CUST_0000260,53,27455.98,CN,CN,False,verified,low
CUST_0000261,61,75207.06,GB,GB,False,pending,medium
CUST_0000262,71,36778.33,FR,FR,False,verified,low
CUST_0000263,33,57806.5,TN,TN,False,verified,low
CUST_0000264,76,43378.46,TN,TN,False,verified,low
CUST_0000265,71,32653.86,NG,NG,False,verified,medium
CUST_0000266,23,20477.24,AE,AE,False,verified,medium
CUST_0000267,36,33278.87,DE,DE,False,verified,low
CUST_0000268,33,60188.13,RU,RU,False,pending,high
CUST_0000269,56,26772.19,NG,NG,False,verified,medium
CUST_0000270,31,47280.1,FR,FR,False,verified,low
CUST_0000271,38,18965.15,US,US,False,verified,low
CUST_0000272,30,57990.53,GB,GB,False,verified,low
CUST_0000273,22,43816.46,TN,TN,False,pending,medium
CUST_0000274,48,17654.28,AE,AE,False,verified,medium
CUST_0000275,39,31748.2,AE,AE,False,verified,medium
CUST_0000276,51,63504.4,AE,AE,False,verified,medium
CUST_0000277,32,17061.51,CN,CN,False,verified,low
CUST_0000278,37,19099.74,US,US,False,verified,low
CUST_0000279,77,34832.35,US,US,False,verified,low
CUST_0000280,71,130613.58,FR,FR,False,verified,low
CUST_0000281,35,24256.82,AE,AE,False,verified,medium
CUST_0000282,28,48881.99,RU,RU,False,verified,medium
CUST_0000283,83,42449.96,AE,AE,False,verified,medium
CUST_0000284,63,25496.29,AE,AE,False,verified,medium
CUST_0000285,50,40001.81,TN,TN,False,pending,medium
CUST_0000286,64,27758.55,GB,GB,False,verified,low
CUST_0000287,32,29299.25,NG,NG,False,verified,medium
CUST_0000288,46,13403.04,NG,NG,False,verified,medium
CUST_0000289,44,35786.94,AE,AE,False,verified,medium
CUST_0000290,66,62283.77,BR,BR,False,verified,low
CUST_0000291,30,37588.58,FR,FR,False,verified,low
CUST_0000292,50,69863.92,TN,TN,False,verified,low
CUST_0000293,73,51441.29,DE,DE,False,verified,low
CUST_0000294,31,35041.04,NG,NG,False,verified,medium
CUST_0000295,26,24915.48,NG,NG,False,verified,medium
CUST_0000296,73,27125.83,BR,BR,False,verified,low
CUST_0000297,76,15028.35,AE,AE,False,verified,medium
CUST_0000298,46,30938.38,FR,FR,False,verified,low
CUST_0000299,21,39640.21,US,US,False,verified,low
CUST_0000300,54,101646.12,DE,DE,False,verified,low
CUST_0000301,38,49860.89,BR,BR,False,verified,low
CUST_0000302,57,21613.81,US,US,False,verified,low
CUST_0000303,27,15311.8,BR,BR,False,verified,low
CUST_0000304,71,32082.59,NG,NG,False,verified,medium
CUST_0000305,63,59104.28,GB,GB,False,verified,low
CUST_0000306,61,31813.0,DE,DE,False,verified,low
CUST_0000307,52,50271.34,NG,NG,False,verified,medium
CUST_0000308,32,32575.79,DE,DE,False,pending,medium
CUST_0000309,80,55837.46,GB,GB,False,verified,low
CUST_0000310,35,13927.84,RU,RU,False,verified,medium
CUST_0000311,42,95083.36,RU,RU,False,verified,medium
CUST_0000312,80,18629.65,GB,GB,False,verified,low
CUST_0000313,20,58468.26,FR,FR,False,verified,low
CUST_0000314,26,30843.76,FR,FR,False,verified,low
CUST_0000315,69,33877.4,RU,RU,False,verified,medium
CUST_0000316,42,31424.37,CN,CN,False,verified,low
CUST_0000317,56,42334.72,CN,CN,False,verified,low
CUST_0000318,56,47787.28,TN,TN,False,pending,medium
CUST_0000319,73,68529.32,CN,CN,False,verified,low
CUST_0000320,59,84522.19,DE,DE,False,verified,low
CUST_0000321,46,44315.64,GB,GB,False,verified,low
CUST_0000322,54,101539.64,RU,RU,False,verified,medium
CUST_0000323,67,38398.88,TN,TN,False,verified,low
CUST_0000324,43,69318.3,TN,TN,False,failed,medium
CUST_0000325,29,46968.47,FR,FR,False,verified,low
CUST_0000326,50,26120.54,FR,FR,False,verified,low
CUST_0000327,84,40487.17,US,US,False,verified,low
CUST_0000328,25,49114.18,GB,GB,False,verified,low
CUST_0000329,29,35620.66,NG,NG,False,verified,medium
CUST_0000330,84,46523.55,NG,NG,False,pending,high
CUST_0000331,73,61035.92,DE,DE,False,verified,low
CUST_0000332,25,35809.77,DE,DE,False,verified,low
CUST_0000333,32,6208.46,BR,BR,False,verified,low
CUST_0000334,64,99405.44,AE,AE,False,verified,medium
CUST_0000335,70,30377.13,BR,BR,False,verified,low
CUST_0000336,67,22159.73,TN,TN,False,verified,low
CUST_0000337,75,18500.14,DE,DE,False,verified,low
CUST_0000338,51,29677.14,FR,FR,False,verified,low
CUST_0000339,76,25909.15,TN,TN,False,verified,low
CUST_0000340,57,23336.98,RU,RU,False,verified,medium
CUST_0000341,49,24118.25,FR,FR,False,verified,low
CUST_0000342,60,49903.46,RU,RU,False,verified,medium
CUST_0000343,46,122788.43,NG,NG,False,verified,medium
CUST_0000344,58,59417.43,TN,TN,False,verified,low
CUST_0000345,73,71222.13,FR,FR,False,verified,low
CUST_0000346,82,28956.62,TN,TN,False,verified,low
CUST_0000347,56,38669.22,TN,TN,False,verified,low
CUST_0000348,18,46905.46,GB,GB,False,verified,low
CUST_0000349,59,24447.06,GB,GB,False,verified,low
CUST_0000350,34,28129.16,NG,NG,False,verified,medium
CUST_0000351,33,60641.28,US,US,False,verified,low
CUST_0000352,77,69854.91,FR,FR,False,verified,low
CUST_0000353,47,37814.43,AE,AE,False,verified,medium
CUST_0000354,70,17728.09,TN,TN,False,verified,low
CUST_0000355,42,30413.59,TN,TN,False,verified,low
CUST_0000356,58,15293.78,GB,GB,False,verified,low
CUST_0000357,62,37991.64,BR,BR,False,verified,low
CUST_0000358,77,42329.6,US,US,False,verified,low
CUST_0000359,31,30871.04,CN,CN,False,verified,low
CUST_0000360,55,41983.28,BR,BR,False,verified,low
CUST_0000361,45,46636.59,BR,BR,False,verified,low
CUST_0000362,49,42366.67,FR,FR,False,verified,low
CUST_0000363,74,17660.43,BR,BR,False,verified,low
CUST_0000364,27,31195.88,GB,GB,False,verified,low
CUST_0000365,54,46439.51,NG,NG,False,verified,medium
CUST_0000366,43,93641.32,AE,AE,False,verified,medium
CUST_0000367,78,30848.54,DE,DE,False,verified,low
CUST_0000368,32,50539.18,US,US,False,verified,low
CUST_0000369,33,61506.07,CN,CN,False,verified,low
CUST_0000370,24,32274.2,DE,DE,False,verified,low
CUST_0000371,47,72333.64,RU,RU,False,verified,medium
CUST_0000372,18,74705.15,AE,AE,False,verified,medium
CUST_0000373,51,83135.81,DE,DE,False,verified,low
CUST_0000374,32,47813.31,BR,BR,False,verified,low
CUST_0000375,44,149654.17,US,US,False,verified,low
CUST_0000376,58,25105.2,CN,CN,False,verified,low
CUST_0000377,63,129890.43,CN,CN,False,verified,low
CUST_0000378,22,57582.83,DE,DE,False,pending,medium
CUST_0000379,27,81164.43,FR,FR,True,pending,high
CUST_0000380,39,29970.75,US,US,False,verified,low
CUST_0000381,52,60275.73,TN,TN,False,verified,low
CUST_0000382,77,85492.55,TN,TN,False,verified,low
CUST_0000383,27,18912.62,FR,FR,False,verified,low
CUST_0000384,22,32925.55,US,US,False,verified,low
CUST_0000385,60,10049.2,GB,GB,False,verified,low
CUST_0000386,83,32630.42,US,US,False,verified,low
CUST_0000387,73,22256.63,BR,BR,False,verified,low
CUST_0000388,55,31867.42,BR,BR,False,verified,low
CUST_0000389,19,209857.92,GB,GB,False,verified,low
CUST_0000390,56,101791.52,CN,CN,False,verified,low
CUST_0000391,48,15311.07,GB,GB,False,verified,low
CUST_0000392,47,50687.92,DE,DE,False,verified,low
CUST_0000393,51,58650.93,NG,NG,False,verified,medium
CUST_0000394,55,29651.31,CN,CN,False,verified,low
CUST_0000395,66,40416.14,BR,BR,False,verified,low
CUST_0000396,30,42855.5,US,US,False,verified,low
CUST_0000397,23,16188.12,GB,GB,False,verified,low
CUST_0000398,21,19559.23,FR,FR,False,pending,medium
CUST_0000399,45,40270.64,DE,DE,False,verified,low
CUST_0000400,52,38547.31,TN,TN,False,verified,low
CUST_0000401,70,23738.71,CN,CN,False,verified,low
CUST_0000402,47,22547.38,DE,DE,False,pending,medium
CUST_0000403,53,34411.03,TN,TN,False,verified,low
CUST_0000404,83,61801.97,AE,AE,False,pending,high
CUST_0000405,68,34686.59,NG,NG,False,verified,medium
CUST_0000406,64,96147.48,AE,AE,False,verified,medium
CUST_0000407,42,23920.9,GB,GB,False,verified,low
CUST_0000408,28,40776.69,TN,TN,False,verified,low
CUST_0000409,79,29361.01,US,US,False,verified,low
CUST_0000410,55,51677.44,GB,GB,False,failed,medium
CUST_0000411,23,22721.05,FR,FR,False,verified,low
CUST_0000412,50,115432.2,FR,FR,False,verified,low
CUST_0000413,24,13169.15,GB,GB,False,verified,low
CUST_0000414,83,101649.73,US,US,False,verified,low
CUST_0000415,53,38330.19,RU,RU,False,failed,high
CUST_0000416,70,50587.25,TN,TN,False,verified,low
CUST_0000417,49,80879.44,GB,GB,False,verified,low
CUST_0000418,19,60754.53,FR,FR,False,pending,medium
CUST_0000419,60,23434.95,NG,NG,False,verified,medium
CUST_0000420,61,52054.88,TN,TN,False,verified,low
CUST_0000421,33,111355.65,RU,RU,False,verified,medium
CUST_0000422,66,21324.78,CN,CN,False,verified,low
CUST_0000423,33,129450.92,NG,NG,False,verified,medium
CUST_0000424,64,45771.71,AE,AE,False,verified,medium
CUST_0000425,68,28002.9,GB,GB,False,verified,low
CUST_0000426,27,21248.18,BR,BR,False,verified,low
CUST_0000427,37,31762.06,BR,BR,False,verified,low
CUST_0000428,28,11235.49,US,US,False,verified,low
CUST_0000429,66,28306.69,CN,CN,False,verified,low
CUST_0000430,33,31015.54,US,US,False,verified,low
CUST_0000431,60,19060.09,CN,CN,False,verified,low
CUST_0000432,45,56880.46,BR,BR,False,verified,low
CUST_0000433,23,31848.33,GB,GB,False,verified,low
CUST_0000434,77,24798.12,AE,AE,False,verified,medium
CUST_0000435,65,29875.67,GB,GB,False,verified,low
CUST_0000436,35,44939.14,NG,NG,False,verified,medium
CUST_0000437,76,37946.51,TN,TN,False,verified,low
CUST_0000438,65,23847.03,US,US,False,verified,low
CUST_0000439,72,39159.26,DE,DE,False,verified,low
CUST_0000440,29,35227.93,TN,TN,False,verified,low
CUST_0000441,18,18330.5,DE,DE,False,verified,low
CUST_0000442,22,30543.19,GB,GB,False,verified,low
CUST_0000443,54,51410.77,AE,AE,False,verified,medium
CUST_0000444,70,51189.15,NG,NG,False,verified,medium
CUST_0000445,79,31635.06,RU,RU,False,verified,medium
CUST_0000446,82,54505.87,DE,DE,False,pending,medium
CUST_0000447,58,20171.51,TN,TN,False,verified,low
CUST_0000448,60,20549.82,NG,NG,False,verified,medium
CUST_0000449,37,31233.52,FR,FR,False,verified,low
CUST_0000450,18,89191.38,TN,TN,False,verified,low
CUST_0000451,31,40052.68,TN,TN,False,verified,low
CUST_0000452,21,30784.93,AE,AE,False,verified,medium
CUST_0000453,63,91718.81,US,US,False,verified,low
CUST_0000454,51,30571.91,NG,NG,False,verified,medium
CUST_0000455,69,138807.03,NG,NG,False,verified,medium
CUST_0000456,27,26721.67,GB,GB,False,verified,low
CUST_0000457,79,19790.61,RU,RU,False,verified,medium
CUST_0000458,66,32865.63,BR,BR,False,verified,low
CUST_0000459,78,31274.22,GB,GB,False,pending,medium
CUST_0000460,61,22367.58,CN,CN,False,verified,low
CUST_0000461,40,173023.8,GB,GB,False,verified,low
CUST_0000462,59,43966.18,CN,CN,False,verified,low
CUST_0000463,58,47980.49,AE,AE,False,verified,medium
CUST_0000464,30,27525.62,US,US,False,verified,low
CUST_0000465,24,25678.22,TN,TN,False,verified,low
CUST_0000466,61,67193.72,GB,GB,False,verified,low
CUST_0000467,24,13286.38,NG,NG,False,verified,medium
CUST_0000468,24,18293.14,GB,GB,False,verified,low
CUST_0000469,22,31307.56,TN,TN,False,verified,low
CUST_0000470,59,81685.22,CN,CN,False,verified,low
CUST_0000471,80,29006.92,BR,BR,False,verified,low
CUST_0000472,51,46615.62,AE,AE,False,verified,medium
CUST_0000473,28,36924.75,AE,AE,False,verified,medium
CUST_0000474,52,79043.61,RU,RU,False,verified,medium
CUST_0000475,50,14032.99,CN,CN,False,verified,low
CUST_0000476,57,56476.39,BR,BR,False,verified,low
CUST_0000477,47,32230.25,US,US,False,pending,medium
CUST_0000478,53,63255.07,RU,RU,False,verified,medium
CUST_0000479,39,22212.95,GB,GB,False,verified,low
CUST_0000480,78,36850.92,FR,FR,False,verified,low
CUST_0000481,54,34149.25,BR,BR,False,verified,low
CUST_0000482,38,19901.27,FR,FR,False,pending,medium
CUST_0000483,18,16844.04,CN,CN,False,pending,medium
CUST_0000484,63,25636.01,AE,AE,False,verified,medium
CUST_0000485,43,39259.89,FR,FR,False,verified,low
CUST_0000486,34,23059.95,DE,DE,False,pending,medium
CUST_0000487,50,29790.83,NG,NG,False,pending,high
CUST_0000488,50,11713.78,CN,CN,False,verified,low
CUST_0000489,71,29074.3,RU,RU,False,verified,medium
CUST_0000490,54,67114.27,TN,TN,False,verified,low
CUST_0000491,64,55442.86,BR,BR,False,pending,medium
CUST_0000492,61,34470.08,CN,CN,False,verified,low
CUST_0000493,74,42032.22,RU,RU,False,verified,medium
